text
そろそろ向き合わねばならんな、唐揚げを味噌汁に浸して喰う俺氏と。
【悲報】俺氏「なぜヒトは抗えきれないのだろうか」。 https://pic.twitter.com/gDILID4g9c
【悲報】旅行中の俺氏、朝食に「餅とは何か」という哲学的な問いをぶつけられる。あの日（というか今日）見たやつらはまだ餅米を知らない。 #あのもち
ミドリムシなうＵ´ㅈ｀Ｕﾉ https://pic.twitter.com/YokrGIQHYG
【悲報】俺氏、旅行先にポンデライオンのぬいぐるみを持っていこうとしたら家族に怒られる。
【悲報】俺氏、旅行でもスマホでゲームやってるだけな件。
【悲報】俺氏、紅白見てる最中に「紅白 ギャラ」で検索し始めるなう。
【悲報】俺氏、年末暇すぎてグラブる。なにやら不毛に思えて、腕立て伏せや腹筋運動を始める@旅館。
【吉報】俺氏、バラはバラは〜Ｕ´ㅈ｀Ｕﾉ https://pic.twitter.com/qMYGn5z66h
@chamo135 僕の脳内は絶えず忙しいけど、実際はヒマ。
@chamo135 ニコ生来るなら語るよ。
人事「フーム難しい。勇気に満ちている。頭も悪くない。才能もある。おうなんとなるほど…自分の力を試したいと。欲望もある。いやおもしろい…さてどこに入れたものかな？」俺氏「地方はヤダ地方はヤダ」人事「そうか地方は嫌か。ならばロサンゼルス〜！」俺氏「ふぁっ！？」という夢なう。
スタバでやたらレジの姉さんがカップに文字を書いてくれているから「お、『電話ください』系メッセージ来たか」とか思ったが、僕のアホほど頼んだオプションだった。
ふふ、これで僕も大人の仲間入りさ。 https://pic.twitter.com/2FqIBtMQ63
【悲報】俺氏、「このパッケージでうなぎパイですよ」と新幹線で隣の席になったオバチャンとなぜか盛り上がるなう。 https://pic.twitter.com/Ztg2ajor7W
【悲報】子供「あ、ウサギちゃんやー」俺氏「魔貫光殺砲の犠牲になった獣なう」 https://pic.twitter.com/NOhOs3Bois
【悲報】俺氏「いやあー、なんか最近何もしてないのに足腰痛いわー。なんでだろなー」対して友達「身体があるからだよ」。
【悲報】俺氏、待ち合わせ中に相手からの連絡「彼女も連れてくわー」。この瞬間BGMがヤシマ作戦のテーマになったよ。
【悲報】俺氏、「先行販売」という言葉にやられ、ロッテリアにて五段チーズバーガーとかなんとか。 https://pic.twitter.com/VGfvVKFQKT
【悲報】俺氏、オシャレな店に来て、お冷だけでひるむ。 https://pic.twitter.com/jOVFSkawYq
【吉報】俺氏、iPhoneケーブルかわたん。 https://pic.twitter.com/AotaxATzEo
【悲報】俺氏、どんだけオシャレな店に居てもTwitterやってるだけだとわかった。
成れの果て、やたら道訊かれまくるってよ。英語や中国はなんとかなるが、さすがに韓国語は無理だってよ。 https://pic.twitter.com/mslIC1WGlv
【悲報】俺氏のリア充アピールが太るシグナルにしか見えない件。駅弁なう。 https://pic.twitter.com/GU4WvWgLN9
【悲報】俺氏、LINEの背景の雪が舞うエフェクトでチカラが出ない。
【吉報】俺氏、寒さからの解放。パーカーを洗ってるヤヴァい日は１２月でも半袖だったとかなんとか。上着嬉しいたん。 https://pic.twitter.com/h4Q6YX31OG
【吉報】俺氏、ライトオンからユニクロにハシゴ。加速する俺のオシャレ道（ウェイ）Ｕ´ㅈ｀Ｕノｳｪｲ
【悲報】俺氏、LINEグループにてシリアスな場面で新ギャグを発明。送信後気づく。やらかした奴に向けてひたすら注意の長文を書いてて、最後の最後に「お前、客観視がタランティーノ」。やらかしてるのは僕だった。
【速報】俺氏、特殊テイストなう。 https://pic.twitter.com/oB0rMta7Tk
@hidebou27 歌わしてすらもらえんかった、、、
【悲報】俺氏のチャリ、撤去される。
【悲報】俺氏、会って一時間でおっぱいを揉める奴らなう。そしておっぱい揉まれて余裕な奴らなう。
生まれて初めてカラオケで泣かされるなう。
【悲報】俺氏、うっうー、せいっ！さんしゃいん！
【悲報】俺氏、カラオケにてアニソンじゃないオレンジレンジが始まり帰りたい。
【悲報】俺氏、内定式二次会にて同期が飲み会カラオケの途中で帰り、余分の金を請求される。
"【悲報】俺氏の内定式二次会のメンバー「Oh yeah,  youが歌い出す2ban!」。"
お前らにハッキリ言っとく。「留学してたからジャスティンビーバー歌える」と思うなよ。
【悲報】俺氏、Rusty Nailを歌わせられる。どれだけ〜、、、、
【悲報】俺氏、カラオケ２カ月ぶりゆえ声出ず、マイクを奪われる。
【悲報】俺氏、カラオケ、J soul率95%なう。なんやねん、J soulって。
【悲報】俺氏、今まで会った人はぶっ飛ばしといた方がいいやつとかいなかったが、今日初めてできたよ。
【悲報】俺氏、皆僕の名前を呼んでくれるけど、メンバー誰一人名前を知らず。。。
【悲報】俺氏、カラオケの仕組みを知る。デンモクがないと歌えない。必勝法がある。デンモクを確保することだ！！！
@tilclode225 空気ごと持ってかれてる件Ｕ´ㅈ｀Ｕ、、、
@tilclode225 僕の圧倒的な力不足なう。反省。
【悲報】俺氏の内定先の知り合いのような誰か「ヨルガキター、、、」マジ、チョイスがナンセンス。
【悲報】俺氏「ブーンシャカラカ」
【悲報】俺氏、悟る。EXILE歌えないと歌で女はゲットできぬ。
【悲報】俺氏のカラオケイベント、歌詞の意味もわからずOne Directionを歌い始めるやつ出現。結構簡単なのに。
@chamo135 ちゃもさんは一般女性ではないのではないのだろうか説なう。
@chamo135 あーらしーあーらしーおーいぇーいーＵ´ㅈ｀Ｕノで大丈夫か？じつはイマイチジャニーズとEXILEの差異を理解してない。
@chamo135 がんばればわかるけどがんばれない。
@chamo135 でも彼女欲しいですＵ´ㅈ｀Ｕ
@chamo135 EXILE系は歌で惚れそうだけど、BUMP系は空気が必要だわ。
@chamo135 僕のモトオになりきることはないだろう、ご存知の通りの声ゆえに。
@chamo135 おういえーえーあっあー
こいつ欲しいぞＵ´ㅈ｀Ｕノ https://pic.twitter.com/WspNvACmjC
@gyoupi ええなー。僕は次回に見送りにしたよ。
@gyoupi 東京に引っ越す予定があるからその後かな－。
【悲報】俺氏、クラブとやらに連れてかれるＵ´ㅈ｀Ｕぬーん
【速報】俺氏、武器が二本に増えるＵ´ㅈ｀Ｕ https://pic.twitter.com/0KFo2E9pqN
【悲報】俺氏、友達かわからない友達と闇から連れてきた女の子だらけのカラオケに参戦。一曲目EXILEでつらたん。あいつら、EXILEの意味も知らずに絶対歌ってるわＵ´ㅈ｀Ｕ、、、
【悲報】俺氏の内定式二次会、こわたん。EXILE→EXILE→湘南の風→EXILE。
@syoukanshi_kami ここまで辛いカラオケがあるとは。
【速報】反逆の俺氏〜俺を軽んじるな〜なう。 @カラオケ
【悲報】カラオケにて俺氏「あいつらテレビに流れてる曲しか知らん」カラオケメンバー「あいつテレビで流れてる曲すら知らぬ」。苦っＵ´ㅈ｀Ｕ
@kanata_miyano そんな難しい日本語、リア充にはわからんぞ。
@kanata_miyano リア充「え？なにその曲アニメ？」
【悲報】俺氏、グルテンフリーによる健康が書かれたジョコビッチ本とマクドナルドの夢のマッチを実現させてしまう。 https://pic.twitter.com/QI4WrjbZUH
【悲報】俺氏、妹に買ってきた土産を「いらん」と返される。 https://pic.twitter.com/sxBBGIEek2
@raffy_soranoiro 使う場所がないそうです。僕が筆箱に付けることにしました。
今から、ふたご座流星群リア充しよーっと。
@sizimiga ごめん、返信忘れてた。紅茶じゃダメなんだ。「シリコンバレー式 自分を変える最強の食事」って本があって、同じことやりたいの。
【速報】俺氏、コーヒーミル（豆を粉にするやつ）を購入。豆もそれなりのを買ったし、徐々にコーヒー通に近づいてる。次は使う水を選りすぐり、豆を育てる環境にこだわり、そして最終的にはジャコウネコ（もしくはゾウ）を飼育するぞ。 https://pic.twitter.com/0zLC1ljN2h
【悲報】俺氏、コーヒー通を目指し、次々とモノを購入。今度は温度計だ、とかなんとか調べ始めてるなう。ヒカルの碁でサイが神の一手を求めたように、僕は最強の一杯を追求するよ。なお味はわかってない模様。苦。。。
かわたん。 https://pic.twitter.com/P7TgDJFPim
【吉報】俺氏のTSUTAYAカード、ダンボーに。前回ノリできゃりーぱみゅぱみゅったせいで、謎の心地悪さを感じてたので、すごく嬉しいＵ´ㅈ｀Ｕ https://pic.twitter.com/reuqNAQInp
炙りカルビ、炙りカルビ、炙りカルビ、炙りカルビ、炙りカルビ、炙りカルビ、炙りカルビ、炙りカルビ、炙りカルビ、炙りカルビ、炙りカルビ、炙りカルビ、炙りカルビ、炙りカルビ、炙りカルビ #声に出したいツイート
【吉報】俺氏、フリスクリア充なう。 https://pic.twitter.com/N0jToehhUs
【悲報】俺氏、「ハイボール」を良い発音で頼みすぎて、そこからなぜか英語対応されるなう。心地悪いけど担々麺うまたん。 https://pic.twitter.com/kEXAbdllcB
【悲報】俺氏、コンプレックスゆえ「ふたえばし」と読む。東京こわたん。 https://pic.twitter.com/CtmEkwztnw
成れの果てさん、ゴジラにビビる。 https://pic.twitter.com/MpjUbVGRN8
【悲報】俺氏、「あなたが過去に犯した罪で今景気が悪い」とか言ってくる宗教営業を対応なう。ごめん、よくわからんが俺のせいで世界は不景気らしい。
【速報】近頃のお菓子「世の中、金金金でっせ－！！」 https://pic.twitter.com/o2rIyybgKs
大阪駅にいたネコＵ´ㅈ｀Ｕﾃﾞｹー https://pic.twitter.com/88L8SO52Sg
【悲報】俺氏、あまりにやることがないので夜の秋葉原でダイエットのためにランニングをし始める。
イーブイよ、いつから君はそんなにあざとい顔になってしまったんだ？ https://pic.twitter.com/7IQtpa4IQH
【悲報】俺氏、東京に来てもただツイッターしてるだけだとわかった。
【悲報】俺氏、スカイツリーに来た。着いて五分で二組に写真を頼まれててつらたん。 https://pic.twitter.com/rXjfEZrVau
@TorideKanrinin ほお。地元スカイツリーってかっこいいなＵ´ㅈ｀Ｕb
